full_name,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Robert Skov,24,Bundesliga,Midfielder,Hoffenheim,2612,1303,1309,31,16,15,4,3,1,7,0,43,27,16,4,0.38,0.24,0.14,0.21,0.07,653,84,373
Robert Voloder,19,Bundesliga,Defender,Köln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Zulj,28,Bundesliga,Midfielder,Hoffenheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Bormuth,25,Bundesliga,Defender,Fortuna Düsseldorf,180,180,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,60,0
Robin Knoche,28,Bundesliga,Defender,Wolfsburg,1592,982,610,21,12,9,1,0,1,0,0,17,9,8,2,0.06,0,0.06,0,0.15,1592,76,0
Robin Koch,24,Bundesliga,Defender,Freiburg,2708,1371,1337,32,17,15,1,1,0,0,0,37,13,24,3,0.03,0,0.03,0.07,0,2708,85,0
Robin Quaison,27,Bundesliga,Midfielder,Mainz 05,2613,1388,1225,32,17,15,13,5,8,2,1,55,25,30,2,0.52,0.07,0.45,0.32,0.59,201,82,1307
Robin Zentner,26,Bundesliga,Goalkeeper,Mainz 05,1936,1036,900,22,12,10,0,0,0,0,0,39,16,23,1,0,0,0,0,0,0,88,0
Roland Sallai,23,Bundesliga,Midfielder,Freiburg,1170,639,531,21,11,10,2,1,1,0,0,14,3,11,2,0.15,0,0.15,0.14,0.17,585,56,0
Roman Bürki,29,Bundesliga,Goalkeeper,Borussia Dortmund,2771,1331,1440,31,15,16,0,0,0,0,0,40,16,24,0,0,0,0,0,0,0,89,0
Ronaël Pierre-Gabriel,22,Bundesliga,Defender,Mainz 05,579,242,337,8,4,4,0,0,0,1,0,22,3,19,3,0.16,0.16,0,0,0,0,72,579
Rouwen Hennings,33,Bundesliga,Forward,Fortuna Düsseldorf,2459,1289,1170,32,16,16,15,8,7,0,4,52,23,29,4,0.55,0,0.55,0.56,0.54,164,77,0
Ruben Vargas,22,Bundesliga,Forward,Augsburg,2538,1316,1222,33,17,16,6,4,2,1,0,50,25,25,8,0.25,0.04,0.21,0.27,0.15,423,77,2538
Rune Jarstein,36,Bundesliga,Goalkeeper,Hertha BSC,2548,1350,1198,29,15,14,0,0,0,0,0,43,25,18,2,0,0,0,0,0,0,88,0
Şahverdi Çetin,20,Bundesliga,Midfielder,Eintracht Frankfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salif Sané,30,Bundesliga,Midfielder,Schalke 04,1125,571,554,15,7,8,2,0,2,1,0,16,5,11,4,0.24,0.08,0.16,0,0.32,563,75,1125
Salomon Armand Magloire Kalou,35,Bundesliga,Midfielder,Hertha BSC,146,108,38,5,3,2,1,1,0,0,0,4,2,2,0,0.62,0,0.62,0.83,0,146,29,0
Samúel Friðjónsson,24,Bundesliga,Midfielder,Paderborn,190,76,114,5,2,3,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,38,0
Santiago Ascacibar,23,Bundesliga,Midfielder,Hertha BSC,633,450,183,8,5,3,0,0,0,1,0,15,13,2,2,0.14,0.14,0,0,0,0,79,633
Sargis Adamyan,27,Bundesliga,Forward,Hoffenheim,742,373,369,15,8,7,5,1,4,1,0,10,6,4,1,0.73,0.12,0.61,0.24,0.98,148,49,742
Sarpeet Singh,21,Bundesliga,Midfielder,Bayern München,72,72,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36,0
Sebastiaan Bornauw,21,Bundesliga,Defender,Köln,2449,1433,1016,28,16,12,6,4,2,0,0,55,21,34,6,0.22,0,0.22,0.25,0.18,408,87,0
Sebastian Andersson,29,Bundesliga,Forward,Union Berlin,2689,1326,1363,33,16,17,12,6,6,1,1,47,16,31,5,0.44,0.03,0.4,0.41,0.4,224,81,2689
Sebastian Langkamp,32,Bundesliga,Defender,Werder Bremen,313,133,180,5,3,2,0,0,0,0,0,5,2,3,3,0,0,0,0,0,0,63,0
Sebastian Polter,29,Bundesliga,Forward,Union Berlin,351,146,205,13,6,7,2,1,1,2,2,3,0,3,2,1.03,0.51,0.51,0.62,0.44,176,27,176
Sebastian Rode,30,Bundesliga,Midfielder,Eintracht Frankfurt,1948,992,956,29,16,13,3,3,0,3,0,40,16,24,6,0.28,0.14,0.14,0.27,0,649,67,649
Sebastian Rudy,30,Bundesliga,Midfielder,Hoffenheim,2739,1326,1413,32,16,16,1,0,1,3,0,45,32,13,9,0.13,0.1,0.03,0,0.06,2739,86,913
Sebastian Schonlau,26,Bundesliga,Midfielder,Paderborn,2070,1080,990,23,12,11,2,2,0,0,0,42,26,16,2,0.09,0,0.09,0.17,0,1035,90,0
Sebastian Vasiliadis,23,Bundesliga,Midfielder,Paderborn,2811,1334,1477,32,15,17,1,1,0,1,0,62,37,25,10,0.06,0.03,0.03,0.07,0,2811,88,2811
Serge Gnabry,25,Bundesliga,Forward,Bayern München,2203,1088,1115,31,15,16,12,4,8,10,0,22,11,11,0,0.9,0.41,0.49,0.33,0.65,184,71,220
Sergio Duvan Córdova Lezama,23,Bundesliga,Forward,Augsburg,359,142,217,16,9,7,2,1,1,1,0,4,1,3,0,0.75,0.25,0.5,0.63,0.41,180,22,359
Sheraldo Becker,25,Bundesliga,Forward,Union Berlin,536,250,286,13,5,8,0,0,0,2,0,13,5,8,1,0.34,0.34,0,0,0,0,41,268
Shinta Karl Appelkamp,20,Bundesliga,Midfielder,Fortuna Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Friede,22,Bundesliga,Midfielder,Hertha BSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Falette,28,Bundesliga,Defender,Eintracht Frankfurt,90,0,90,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,90,0
Simon Straudi,21,Bundesliga,Midfielder,Werder Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Terodde,32,Bundesliga,Forward,Köln,801,368,433,23,11,12,3,1,2,1,0,14,5,9,4,0.45,0.11,0.34,0.24,0.42,267,35,801
Stefan Bell,29,Bundesliga,Defender,Mainz 05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Ilsanker,31,Bundesliga,Midfielder,Eintracht Frankfurt,1255,597,658,18,8,10,2,0,2,1,0,29,11,18,6,0.22,0.07,0.14,0,0.27,628,70,1255
Stefan Lainer,28,Bundesliga,Midfielder,Borussia M'gladbach,2714,1320,1394,31,15,16,1,0,1,3,0,32,15,17,9,0.13,0.1,0.03,0,0.06,2714,88,905
Stefan Posch,23,Bundesliga,Defender,Hoffenheim,2316,1114,1202,28,13,15,0,0,0,0,0,34,23,11,9,0,0,0,0,0,0,83,0
Stefano Russo,20,Bundesliga,Defender,Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefanos Kapino,26,Bundesliga,Goalkeeper,Werder Bremen,90,0,90,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,90,0
Stephan Lichtsteiner,36,Bundesliga,Defender,Augsburg,1348,760,588,20,11,9,0,0,0,1,0,32,17,15,5,0.07,0.07,0,0,0,0,67,1348
Steven Skrzybski,27,Bundesliga,Forward,Fortuna Düsseldorf,528,159,369,11,6,5,1,0,1,2,0,13,3,10,0,0.51,0.34,0.17,0,0.24,528,48,264
Steven Zuber,29,Bundesliga,Midfielder,Hoffenheim,753,309,444,14,6,8,2,1,1,0,0,15,11,4,1,0.24,0,0.24,0.29,0.2,377,54,0
Streli Mamba,26,Bundesliga,Midfielder,Paderborn,1527,752,775,24,13,11,5,2,3,2,0,28,17,11,5,0.41,0.12,0.29,0.24,0.35,305,64,764
Suat Serdar,23,Bundesliga,Midfielder,Schalke 04,1605,827,778,20,11,9,7,6,1,0,0,27,10,17,2,0.39,0,0.39,0.65,0.12,229,80,0
Suleiman Abdullahi,23,Bundesliga,Forward,Union Berlin,153,102,51,6,4,2,1,1,0,0,0,4,3,1,1,0.59,0,0.59,0.88,0,153,26,0
Sven Bender,31,Bundesliga,Defender,Bayer Leverkusen,2730,1290,1440,33,17,16,2,1,1,1,0,35,16,19,3,0.1,0.03,0.07,0.07,0.06,1365,83,2730
Sven Michel,30,Bundesliga,Midfielder,Paderborn,1366,766,600,29,16,13,5,1,4,1,0,42,27,15,7,0.4,0.07,0.33,0.12,0.6,273,47,1366
Sven Ulreich,32,Bundesliga,Goalkeeper,Bayern München,90,90,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,90,0
Taiwo Micheal Awoniyi,23,Bundesliga,Forward,Mainz 05,478,181,297,12,5,7,1,0,1,0,0,9,5,4,1,0.19,0,0.19,0,0.3,478,40,0
Taylan Duman,23,Bundesliga,Midfielder,Borussia Dortmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodor Gebre Selassie,33,Bundesliga,Defender,Werder Bremen,2429,1260,1169,28,14,14,2,2,0,2,0,46,23,23,2,0.15,0.07,0.07,0.14,0,1215,87,1215
Thiago Alcantara,29,Bundesliga,Midfielder,Bayern München,1772,793,979,24,11,13,3,1,2,0,0,21,9,12,7,0.15,0,0.15,0.11,0.18,591,74,0
Thomas Delaney,29,Bundesliga,Midfielder,Borussia Dortmund,836,384,452,11,5,6,0,0,0,0,0,6,1,5,4,0,0,0,0,0,0,76,0
Thomas Kessler,34,Bundesliga,Goalkeeper,Köln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Kraft,32,Bundesliga,Goalkeeper,Hertha BSC,360,180,180,4,2,2,0,0,0,0,0,9,4,5,1,0,0,0,0,0,0,90,0
Thomas Müller,31,Bundesliga,Forward,Bayern München,2259,1065,1194,33,16,17,8,5,3,21,0,22,10,12,5,1.16,0.84,0.32,0.42,0.23,282,68,108
Thomas Pledl,26,Bundesliga,Midfielder,Fortuna Düsseldorf,86,0,86,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,0
Thorgan Hazard,27,Bundesliga,Forward,Borussia Dortmund,2392,1230,1162,33,17,16,7,3,4,13,0,26,12,14,3,0.75,0.49,0.26,0.22,0.31,342,72,184
Tim Kleindienst,25,Bundesliga,Forward,Freiburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Lemperle,18,Bundesliga,Forward,Köln,15,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Tim Rieder,27,Bundesliga,Defender,Augsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timo Becker,23,Bundesliga,Defender,Schalke 04,333,237,96,10,5,5,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,33,0
Timo Horn,27,Bundesliga,Goalkeeper,Köln,3060,1530,1530,34,17,17,0,0,0,0,0,67,25,42,0,0,0,0,0,0,0,90,0
Timo Werner,24,Bundesliga,Forward,RB Leipzig,2808,1446,1362,34,17,17,28,11,17,8,3,25,14,11,4,1.15,0.26,0.9,0.68,1.12,100,83,351
Timothy Chandler,30,Bundesliga,Defender,Eintracht Frankfurt,1212,443,769,22,9,13,5,3,2,1,0,24,6,18,4,0.45,0.07,0.37,0.61,0.23,242,55,1212
Tin Jedvaj,24,Bundesliga,Defender,Augsburg,2642,1508,1134,31,17,14,2,2,0,0,0,47,27,20,6,0.07,0,0.07,0.12,0,1321,85,0
Tobias Raschl,20,Bundesliga,Midfielder,Borussia Dortmund,25,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Tobias Sippel,32,Bundesliga,Goalkeeper,Borussia M'gladbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Strobl,30,Bundesliga,Midfielder,Borussia M'gladbach,613,166,447,10,2,8,0,0,0,0,0,9,3,6,1,0,0,0,0,0,0,61,0
Tom Krauß,19,Bundesliga,Midfielder,RB Leipzig,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Tomáš Koubek,28,Bundesliga,Goalkeeper,Augsburg,2160,1080,1080,24,12,12,0,0,0,0,0,50,22,28,2,0,0,0,0,0,0,90,0
Toni Leistner,30,Bundesliga,Defender,Köln,1012,494,518,13,6,7,0,0,0,0,0,21,10,11,3,0,0,0,0,0,0,78,0
Tony Jantschke,30,Bundesliga,Defender,Borussia M'gladbach,1010,422,588,17,7,10,0,0,0,0,0,11,5,6,6,0,0,0,0,0,0,59,0
Torben Müsel,21,Bundesliga,Forward,Borussia M'gladbach,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Adams,21,Bundesliga,Midfielder,RB Leipzig,955,624,331,14,8,6,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,68,0
Ulysses Llanez Jr.,19,Bundesliga,Forward,Wolfsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uwe Hünemeier,34,Bundesliga,Defender,Paderborn,1207,563,644,16,8,8,1,1,0,0,1,28,20,8,7,0.07,0,0.07,0.16,0,1207,75,0
Valon Berisha,27,Bundesliga,Midfielder,Fortuna Düsseldorf,949,614,335,13,8,5,0,0,0,1,0,13,9,4,1,0.09,0.09,0,0,0,0,73,949
Vedad Ibišević,36,Bundesliga,Forward,Hertha BSC,1256,577,679,25,13,12,7,2,5,2,1,19,8,11,4,0.64,0.14,0.5,0.31,0.66,179,50,628
Vincent Koziello,25,Bundesliga,Midfielder,Köln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincenzo Grifo,27,Bundesliga,Midfielder,Freiburg,1634,890,744,27,14,13,4,2,2,8,1,24,10,14,2,0.66,0.44,0.22,0.2,0.24,409,61,204
Vladimír Darida,30,Bundesliga,Midfielder,Hertha BSC,2261,1179,1082,28,15,13,3,3,0,4,0,42,20,22,8,0.28,0.16,0.12,0.23,0,754,81,565
Wendell,27,Bundesliga,Defender,Bayer Leverkusen,1904,967,937,24,12,12,0,0,0,2,0,28,13,15,6,0.09,0.09,0,0,0,0,79,952
Weston McKennie,22,Bundesliga,Midfielder,Schalke 04,2077,1037,1040,28,14,14,3,1,2,0,0,40,18,22,8,0.13,0,0.13,0.09,0.17,692,74,0
Willi Orban,28,Bundesliga,Defender,RB Leipzig,853,373,480,12,6,6,1,0,1,0,0,9,7,2,0,0.11,0,0.11,0,0.19,853,71,0
William de Asevedo Furtado,25,Bundesliga,Defender,Wolfsburg,1365,645,720,16,8,8,1,1,0,1,0,15,7,8,0,0.13,0.07,0.07,0.14,0,1365,85,1365
Woo-Yeong Jeong,21,Bundesliga,Midfielder,Bayern München,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wout Weghorst,28,Bundesliga,Forward,Wolfsburg,2740,1467,1273,32,17,15,16,5,11,3,4,38,18,20,7,0.62,0.1,0.53,0.31,0.78,171,86,913
Xaver Schlager,23,Bundesliga,Midfielder,Wolfsburg,1724,875,849,23,11,12,1,1,0,2,0,24,10,14,4,0.16,0.1,0.05,0.1,0,1724,75,862
Yann Sommer,31,Bundesliga,Goalkeeper,Borussia M'gladbach,3060,1530,1530,34,17,17,0,0,0,0,0,34,17,17,0,0,0,0,0,0,0,90,0
Yannick Gerhardt,26,Bundesliga,Defender,Wolfsburg,819,484,335,18,9,9,2,1,1,0,0,11,3,8,1,0.22,0,0.22,0.19,0.27,410,46,0
Yannik Keitel,20,Bundesliga,Midfielder,Freiburg,174,66,108,3,1,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,58,0
Yoric Ravet,31,Bundesliga,Midfielder,Freiburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunus Mallı,28,Bundesliga,Midfielder,Union Berlin,678,239,439,13,4,9,0,0,0,1,0,13,3,10,1,0.13,0.13,0,0,0,0,52,678
Yussuf Poulsen,26,Bundesliga,Forward,RB Leipzig,1216,624,592,22,11,11,5,4,1,6,0,12,8,4,2,0.81,0.44,0.37,0.58,0.15,243,55,203
Yūya Ōsako,30,Bundesliga,Forward,Werder Bremen,1859,1066,793,28,15,13,8,5,3,2,0,41,22,19,2,0.48,0.1,0.39,0.42,0.34,232,66,930
Yvon Mvogo,26,Bundesliga,Goalkeeper,RB Leipzig,180,0,180,2,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,90,0
Zack Steffen,25,Bundesliga,Goalkeeper,Fortuna Düsseldorf,1530,720,810,17,8,9,0,0,0,0,0,36,14,22,0,0,0,0,0,0,0,90,0
Łukasz Piszczek,35,Bundesliga,Defender,Borussia Dortmund,2109,1179,930,29,16,13,1,1,0,3,0,26,15,11,3,0.17,0.13,0.04,0.08,0,2109,73,703
