full_name,age,league,position,current_club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Rômulo,33,Serie A,Midfielder,Brescia,1745,990,755,23,13,10,1,0,1,3,0,34,21,13,3,0.21,0.15,0.05,0,0.12,1745,76,582
Ronaldo Vieira Nan,22,Serie A,Midfielder,Sampdoria,1819,959,860,27,15,12,0,0,0,1,0,34,16,18,12,0.05,0.05,0,0,0,0,67,1819
Ruslan Malinovskiy,27,Serie A,Midfielder,Atalanta,1521,686,835,34,17,17,8,3,5,3,0,16,9,7,7,0.65,0.18,0.47,0.39,0.54,190,45,507
Salvador Ichazo Fernández,28,Serie A,Goalkeeper,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Bocchetti,33,Serie A,Defender,Hellas Verona,303,245,58,5,3,2,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,61,0
Salvatore Boccia,19,Serie A,Defender,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Rimoli,19,Serie A,Forward,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Sirigu,33,Serie A,Goalkeeper,Torino,3240,1620,1620,36,18,18,0,0,0,0,0,62,26,36,4,0,0,0,0,0,0,90,0
Sami Khedira,33,Serie A,Midfielder,Juventus,685,273,412,12,5,7,0,0,0,1,0,5,2,3,3,0.13,0.13,0,0,0,0,57,685
Samir,25,Serie A,Defender,Udinese,1542,919,623,21,12,9,1,1,0,0,0,28,16,12,3,0.06,0,0.06,0.1,0,1542,73,0
Samir Handanovič,36,Serie A,Goalkeeper,Inter Milan,3150,1620,1530,35,18,17,0,0,0,0,0,31,15,16,2,0,0,0,0,0,0,90,0
Samir Ujkani,32,Serie A,Goalkeeper,Torino,90,90,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,90,0
Samu Castillejo,25,Serie A,Midfielder,AC Milan,1215,676,539,22,12,10,2,1,1,3,0,12,5,7,4,0.37,0.22,0.15,0.13,0.17,608,55,405
Samuel Di Carmine,32,Serie A,Forward,Hellas Verona,1302,738,564,22,14,8,8,6,2,0,1,20,9,11,3,0.55,0,0.55,0.73,0.32,163,59,0
Samuele Oltremarini,17,Serie A,Forward,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuele Perisan,23,Serie A,Goalkeeper,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandro Tonali,20,Serie A,Midfielder,Brescia,3019,1665,1354,35,19,16,1,0,1,7,0,58,30,28,9,0.24,0.21,0.03,0,0.07,3019,86,431
Saša Lukić,24,Serie A,Midfielder,Torino,1858,845,1013,30,14,16,1,1,0,1,0,38,20,18,6,0.1,0.05,0.05,0.11,0,1858,62,1858
Sebastian Breza,22,Serie A,Goalkeeper,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastián Carlos Cristóforo Pepe,27,Serie A,Midfielder,Fiorentina,90,0,90,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,0
Sebastian De Maio,33,Serie A,Defender,Udinese,1500,464,1036,21,7,14,0,0,0,0,0,15,5,10,1,0,0,0,0,0,0,71,0
Sebastian Eriksson,31,Serie A,Midfielder,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Walukiewicz,20,Serie A,Defender,Cagliari,1167,430,737,14,5,9,0,0,0,0,0,19,4,15,1,0,0,0,0,0,0,83,0
Sebastiano Esposito,18,Serie A,Forward,Inter Milan,195,121,74,7,4,3,1,1,0,0,1,0,0,0,2,0.46,0,0.46,0.74,0,195,28,0
Sebastiano Luperto,24,Serie A,Defender,Napoli,525,296,229,9,5,4,0,0,0,0,0,7,5,2,2,0,0,0,0,0,0,58,0
Seko Fofana,25,Serie A,Midfielder,Udinese,2251,1186,1065,32,17,15,3,3,0,7,0,27,14,13,4,0.4,0.28,0.12,0.23,0,750,70,322
Senad Lulić,34,Serie A,Midfielder,Lazio,1584,899,685,20,11,9,0,0,0,2,0,16,7,9,6,0.11,0.11,0,0,0,0,79,792
Sergej Milinković-Savić,25,Serie A,Midfielder,Lazio,3037,1629,1408,37,19,18,7,5,2,4,0,36,16,20,9,0.33,0.12,0.21,0.28,0.13,434,82,759
Sergio Floccari,38,Serie A,Forward,SPAL,931,345,586,24,10,14,1,1,0,0,0,19,5,14,3,0.1,0,0.1,0.26,0,931,39,0
Sergio Maselli,19,Serie A,Midfielder,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvio Colella,18,Serie A,Defender,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvio Proto,37,Serie A,Goalkeeper,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Kjær,31,Serie A,Defender,AC Milan,1534,822,712,20,10,10,0,0,0,0,0,16,8,8,4,0,0,0,0,0,0,77,0
Simon Skrabb,25,Serie A,Forward,Brescia,253,113,140,10,5,5,0,0,0,0,0,7,1,6,1,0,0,0,0,0,0,25,0
Simone Aresti,34,Serie A,Goalkeeper,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Colombi,29,Serie A,Goalkeeper,Parma,360,180,180,4,2,2,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,90,0
Simone Edera,23,Serie A,Midfielder,Torino,394,187,207,13,5,8,1,0,1,1,0,12,4,8,4,0.46,0.23,0.23,0,0.43,394,30,394
Simone Iacoponi,33,Serie A,Defender,Parma,3053,1453,1600,36,18,18,2,1,1,0,0,49,20,29,7,0.06,0,0.06,0.06,0.06,1527,85,0
Simone Lo Faso,22,Serie A,Forward,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Missiroli,34,Serie A,Midfielder,SPAL,2799,1306,1493,34,17,17,1,0,1,0,0,54,24,30,7,0.03,0,0.03,0,0.06,2799,82,0
Simone Muratore,22,Serie A,Midfielder,Juventus,164,103,61,4,2,2,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,41,0
Simone Pinna,23,Serie A,Defender,Cagliari,90,90,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,90,0
Simone Verdi,28,Serie A,Forward,Torino,2085,1148,937,33,16,17,2,1,1,6,0,40,22,18,4,0.35,0.26,0.09,0.08,0.1,1043,63,348
Simone Zaza,29,Serie A,Forward,Torino,1636,991,645,24,14,10,6,5,1,1,0,24,12,12,7,0.39,0.06,0.33,0.45,0.14,273,68,1636
Sinan Gümüş,26,Serie A,Midfielder,Genoa,95,73,22,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32,0
Sofyan Amrabat,24,Serie A,Midfielder,Hellas Verona,2929,1625,1304,34,19,15,1,1,0,1,1,41,21,20,12,0.06,0.03,0.03,0.06,0,2929,86,2929
Soualiho Meïté,26,Serie A,Midfielder,Torino,2194,1177,1017,33,17,16,0,0,0,2,0,50,22,28,5,0.08,0.08,0,0,0,0,66,1097
Stanislav Lobotka,25,Serie A,Midfielder,Napoli,753,562,191,14,9,5,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,54,0
Stefan de Vrij,28,Serie A,Defender,Inter Milan,2830,1390,1440,34,18,16,4,1,3,3,0,31,14,17,5,0.22,0.1,0.13,0.06,0.19,708,83,943
Ștefan Radu,34,Serie A,Defender,Lazio,2315,1282,1033,29,16,13,1,1,0,0,0,23,10,13,8,0.04,0,0.04,0.07,0,2315,80,0
Stefano Denswil,27,Serie A,Defender,Bologna,2241,1071,1170,26,13,13,0,0,0,1,0,42,18,24,7,0.04,0.04,0,0,0,0,86,2241
Stefano Okaka,31,Serie A,Forward,Udinese,2423,1192,1231,33,17,16,8,3,5,2,0,30,13,17,10,0.37,0.07,0.3,0.23,0.37,303,73,1212
Stefano Piccinini,17,Serie A,Defender,Sassuolo,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Stefano Sabelli,27,Serie A,Defender,Brescia,3169,1620,1549,36,18,18,0,0,0,3,0,63,29,34,5,0.09,0.09,0,0,0,0,88,1056
Stefano Sensi,25,Serie A,Midfielder,Inter Milan,727,402,325,12,7,5,3,2,1,2,0,5,2,3,2,0.62,0.25,0.37,0.45,0.28,242,61,364
Stefano Sturaro,27,Serie A,Midfielder,Genoa,1257,520,737,16,7,9,1,0,1,2,0,24,12,12,7,0.21,0.14,0.07,0,0.12,1257,79,629
Stefano Turati,0,Serie A,Goalkeeper,Sassuolo,180,90,90,2,1,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,90,0
Suso,26,Serie A,Forward,AC Milan,1361,557,804,16,7,9,1,1,0,2,0,20,6,14,2,0.2,0.13,0.07,0.16,0,1361,85,681
Szymon Żurkowski,23,Serie A,Forward,Fiorentina,10,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Takehiro Tomiyasu,22,Serie A,Defender,Bologna,2532,1254,1278,29,14,15,1,0,1,3,0,40,20,20,8,0.14,0.11,0.04,0,0.07,2532,87,844
Theo Hernández,23,Serie A,Defender,AC Milan,2819,1448,1371,33,17,16,6,1,5,3,0,36,17,19,10,0.29,0.1,0.19,0.06,0.33,470,85,940
Thiago Rangel Cionek,34,Serie A,Defender,SPAL,2166,833,1333,28,12,16,0,0,0,1,0,37,15,22,11,0.04,0.04,0,0,0,0,77,2166
Thom Haye,25,Serie A,Midfielder,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Strakosha,25,Serie A,Goalkeeper,Lazio,3420,1710,1710,38,19,19,0,0,0,0,0,38,16,22,2,0,0,0,0,0,0,90,0
Timothy Castagne,24,Serie A,Defender,Atalanta,1763,917,846,27,14,13,1,1,0,2,0,21,13,8,4,0.15,0.1,0.05,0.1,0,1763,65,882
Tomás Rincón,32,Serie A,Midfielder,Torino,2707,1334,1373,32,15,17,1,1,0,3,0,42,16,26,10,0.13,0.1,0.03,0.07,0,2707,85,902
Tommaso Augello,26,Serie A,Defender,Sampdoria,1132,654,478,17,9,8,0,0,0,2,0,17,9,8,2,0.16,0.16,0,0,0,0,67,566
Tommaso Berni,37,Serie A,Goalkeeper,Inter Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Valentin Eysseric,28,Serie A,Midfielder,Hellas Verona,391,215,176,9,5,4,0,0,0,0,0,9,5,4,3,0,0,0,0,0,0,43,0
Valentino Lazaro,24,Serie A,Midfielder,Inter Milan,323,221,102,6,4,2,0,0,0,1,0,5,2,3,2,0.28,0.28,0,0,0,0,54,323
Valerio Verre,26,Serie A,Midfielder,Hellas Verona,1784,911,873,32,16,16,3,2,1,2,2,20,13,7,4,0.25,0.1,0.15,0.2,0.1,595,56,892
Valon Behrami,35,Serie A,Midfielder,Genoa,1112,517,595,17,8,9,0,0,0,0,0,21,9,12,4,0,0,0,0,0,0,65,0
Valon Berisha,27,Serie A,Midfielder,Lazio,30,13,17,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Valter Birsa,34,Serie A,Midfielder,Cagliari,425,176,249,13,8,5,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,33,0
Vasco Cunha Roberto Oliveira,20,Serie A,Defender,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasco Regini,30,Serie A,Defender,Parma,223,121,102,5,3,2,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,45,0
Victor Moses,29,Serie A,Midfielder,Inter Milan,416,191,225,12,6,6,0,0,0,3,0,1,1,0,1,0.65,0.65,0,0,0,0,35,139
Vincent Laurini,31,Serie A,Defender,Parma,886,467,419,15,6,9,0,0,0,2,0,17,9,8,4,0.2,0.2,0,0,0,0,59,443
Vincenzo Millico,20,Serie A,Forward,Torino,206,40,166,11,3,8,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,19,0
Vito Radicchio,18,Serie A,Defender,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vittorio Parigini,24,Serie A,Forward,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlad Chiricheș,30,Serie A,Defender,Sassuolo,708,269,439,9,4,5,0,0,0,0,0,13,7,6,0,0,0,0,0,0,0,79,0
Walace,25,Serie A,Midfielder,Udinese,1137,398,739,20,8,12,0,0,0,0,0,13,7,6,2,0,0,0,0,0,0,57,0
Wesley David de Oliveira Andrade,20,Serie A,Defender,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Stephane Singo,19,Serie A,Defender,Torino,130,88,42,4,2,2,1,1,0,0,0,3,3,0,0,0.69,0,0.69,1.02,0,130,33,0
William Troost-Ekong,27,Serie A,Defender,Udinese,2577,1416,1161,30,16,14,0,0,0,0,0,38,16,22,5,0,0,0,0,0,0,86,0
Wladimiro Falcone,25,Serie A,Goalkeeper,Sampdoria,180,90,90,2,1,1,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,90,0
Wojciech Szczęsny,30,Serie A,Goalkeeper,Juventus,2592,1062,1530,29,12,17,0,0,0,0,0,31,10,21,1,0,0,0,0,0,0,89,0
Yann Karamoh,22,Serie A,Forward,Parma,569,286,283,14,8,6,1,0,1,1,0,13,6,7,0,0.32,0.16,0.16,0,0.32,569,41,569
Yildirim Mert Cetin,23,Serie A,Defender,Roma,254,193,61,6,3,3,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,42,0
Žan Majer,28,Serie A,Midfielder,Lecce,1669,879,790,27,14,13,1,1,0,1,0,41,22,19,8,0.11,0.05,0.05,0.1,0,1669,62,1669
Zlatan Ibrahimović,39,Serie A,Forward,AC Milan,1365,704,661,18,9,9,10,3,7,5,2,16,9,7,1,0.99,0.33,0.66,0.38,0.95,137,76,273
Łukasz Skorupski,29,Serie A,Goalkeeper,Bologna,3330,1620,1710,37,18,19,0,0,0,0,0,57,25,32,2,0,0,0,0,0,0,90,0
Łukasz Teodorczyk,29,Serie A,Forward,Udinese,210,134,76,14,8,6,0,0,0,1,0,1,1,0,1,0.43,0.43,0,0,0,0,15,210
