full_name,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Lyle Foster,20,Ligue 1,Forward,Monaco,62,46,16,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,31,0
M'Baye Babacar Niang,25,Ligue 1,Forward,Rennes,2133,1140,993,26,13,13,10,8,2,0,0,21,12,9,2,0.42,0,0.42,0.63,0.18,213,82,0
Madih Talal,23,Ligue 1,Midfielder,Amiens SC,18,18,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Mahdi Camara,22,Ligue 1,Midfielder,Saint-Étienne,900,531,369,12,7,5,0,0,0,0,0,17,8,9,2,0,0,0,0,0,0,75,0
Malang Sarr,21,Ligue 1,Defender,Nice,1454,702,752,19,10,9,1,1,0,0,0,17,7,10,2,0.06,0,0.06,0.13,0,1454,77,0
Mama Samba Baldé,25,Ligue 1,Forward,Dijon,1683,857,826,24,13,11,6,4,2,2,0,26,10,16,2,0.43,0.11,0.32,0.42,0.22,281,70,842
Mamadou Fofana,22,Ligue 1,Defender,Metz,1587,781,806,20,10,10,0,0,0,0,0,21,9,12,4,0,0,0,0,0,0,79,0
Manuel Cabit,27,Ligue 1,Defender,Metz,270,180,90,3,2,1,0,0,0,1,0,4,2,2,2,0.33,0.33,0,0,0,0,90,270
Marcelo Antônio Guedes Filho,33,Ligue 1,Defender,Olympique Lyonnais,1505,703,802,17,8,9,0,0,0,0,0,14,3,11,4,0,0,0,0,0,0,89,0
Marcin Bulka,21,Ligue 1,Goalkeeper,PSG,90,0,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
Marco Verratti,28,Ligue 1,Midfielder,PSG,1481,852,629,20,10,10,0,0,0,5,0,14,9,5,6,0.3,0.3,0,0,0,0,74,296
Marcus Coco,24,Ligue 1,Midfielder,Nantes,15,0,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Marley Ake,0,Ligue 1,Forward,Olympique Marseille,90,50,40,9,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
Marquinhos,26,Ligue 1,Defender,PSG,1472,834,638,19,10,9,3,3,0,1,0,12,7,5,1,0.24,0.06,0.18,0.32,0,491,77,1472
Marshall Nyasha Munetsi,24,Ligue 1,Midfielder,Reims,830,372,458,17,8,9,0,0,0,2,0,6,2,4,3,0.22,0.22,0,0,0,0,49,415
Martin Terrier,23,Ligue 1,Forward,Olympique Lyonnais,1195,536,659,23,12,11,1,0,1,2,0,12,4,8,0,0.23,0.15,0.08,0,0.14,1195,52,598
Marvin Gakpa,27,Ligue 1,Forward,Metz,462,250,212,13,6,7,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,36,0
Marvin Tshibuabua,18,Ligue 1,Defender,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateo Pavlović,30,Ligue 1,Defender,Angers SCO,809,358,451,11,5,6,0,0,0,0,0,15,4,11,3,0,0,0,0,0,0,74,0
Matheus Pereira da Silva,22,Ligue 1,Midfielder,Dijon,466,246,220,10,5,5,0,0,0,0,0,5,1,4,4,0,0,0,0,0,0,47,0
Mathias Autret,29,Ligue 1,Midfielder,Brest,1226,735,491,23,12,11,2,1,1,3,0,9,5,4,3,0.37,0.22,0.15,0.12,0.18,613,53,409
Mathias Pereira Lage,23,Ligue 1,Midfielder,Angers SCO,1542,764,778,25,13,12,1,1,0,3,0,23,8,15,2,0.23,0.18,0.06,0.12,0,1542,62,514
Mathías Sebastián Suárez Suárez,24,Ligue 1,Defender,Montpellier,61,0,61,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,61,0
Mathieu Bodmer,37,Ligue 1,Defender,Amiens SC,79,51,28,9,5,4,1,1,0,0,0,3,2,1,1,1.14,0,1.14,1.76,0,79,9,0
Mathieu Cafaro,23,Ligue 1,Midfielder,Reims,931,579,352,13,8,5,1,1,0,2,1,7,4,3,3,0.29,0.19,0.1,0.16,0,931,72,466
Mathieu Debuchy,35,Ligue 1,Defender,Saint-Étienne,1770,870,900,21,11,10,1,0,1,1,0,31,12,19,2,0.1,0.05,0.05,0,0.1,1770,84,1770
Mathieu Dossevi,32,Ligue 1,Midfielder,Toulouse,1758,1009,749,26,13,13,1,0,1,2,0,33,16,17,0,0.15,0.1,0.05,0,0.12,1758,68,879
Mathieu Goncalves,19,Ligue 1,Defender,Toulouse,314,243,71,4,3,1,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,79,0
Mathis Carvalho,21,Ligue 1,Goalkeeper,Montpellier,71,0,71,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,71,0
Mathis Ryan Cherki,17,Ligue 1,Forward,Olympique Lyonnais,139,48,91,6,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,0
Matthieu Dreyer,31,Ligue 1,Goalkeeper,Amiens SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthieu Udol,24,Ligue 1,Defender,Metz,1102,628,474,13,7,6,0,0,0,1,0,14,7,7,3,0.08,0.08,0,0,0,0,85,1102
Matz Sels,28,Ligue 1,Goalkeeper,Strasbourg,2430,1170,1260,27,13,14,0,0,0,0,0,29,14,15,0,0,0,0,0,0,0,90,0
Mauro Daniel Goicoechea Furia,32,Ligue 1,Goalkeeper,Toulouse,180,90,90,2,1,1,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,90,0
Mauro Icardi,27,Ligue 1,Forward,PSG,1268,586,682,20,11,9,12,6,6,2,0,15,7,8,0,0.99,0.14,0.85,0.92,0.79,106,63,634
Max-Alain Gradel,32,Ligue 1,Forward,Toulouse,1641,734,907,21,10,11,3,1,2,2,2,34,11,23,4,0.27,0.11,0.16,0.12,0.2,547,78,821
Maxence Caqueret,20,Ligue 1,Midfielder,Olympique Lyonnais,570,270,300,8,3,5,0,0,0,0,0,5,2,3,2,0,0,0,0,0,0,71,0
Maxence Rivera,0,Ligue 1,Midfielder,Saint-Étienne,24,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Maxime Lopez,22,Ligue 1,Midfielder,Olympique Marseille,1109,553,556,23,12,11,0,0,0,3,0,14,4,10,2,0.24,0.24,0,0,0,0,48,370
Maxime Poundjé,28,Ligue 1,Defender,Bordeaux,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mazire Soula,22,Ligue 1,Forward,Angers SCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mehdi Abeid,28,Ligue 1,Midfielder,Nantes,1817,939,878,25,13,12,1,0,1,2,0,21,7,14,5,0.15,0.1,0.05,0,0.1,1817,73,909
Mehdi Zerkane,21,Ligue 1,Midfielder,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mehmet Zeki Çelik,23,Ligue 1,Defender,Lille,2070,1170,900,23,13,10,0,0,0,2,0,20,8,12,4,0.09,0.09,0,0,0,0,90,1035
Melvin Bard,20,Ligue 1,Defender,Olympique Lyonnais,44,0,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
Memphis Depay,26,Ligue 1,Forward,Olympique Lyonnais,1022,560,462,13,7,6,9,4,5,2,1,7,3,4,0,0.97,0.18,0.79,0.64,0.97,114,79,511
Mickaël Alphonse,31,Ligue 1,Defender,Dijon,1377,554,823,17,7,10,0,0,0,1,0,20,7,13,2,0.07,0.07,0,0,0,0,81,1377
Mickaël Le Bihan,30,Ligue 1,Forward,Nice,99,99,0,2,2,0,0,0,0,1,0,1,1,0,1,0.91,0.91,0,0,0,0,50,99
Mickaël Nade,21,Ligue 1,Defender,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Ángel Trauco Saavedra,28,Ligue 1,Defender,Saint-Étienne,1478,723,755,19,10,9,1,0,1,2,0,25,10,15,6,0.18,0.12,0.06,0,0.12,1478,78,739
Mihailo Ristić,25,Ligue 1,Midfielder,Montpellier,804,326,478,18,10,8,0,0,0,2,0,15,3,12,1,0.22,0.22,0,0,0,0,45,402
Mike Maignan,25,Ligue 1,Goalkeeper,Lille,2520,1350,1170,28,15,13,0,0,0,0,0,25,9,16,0,0,0,0,0,0,0,90,0
Mitchel Bakker,20,Ligue 1,Defender,PSG,90,0,90,1,0,1,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,90,0
Moataz Zemzemi,21,Ligue 1,Defender,Strasbourg,22,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Mohamed Simakan,20,Ligue 1,Defender,Strasbourg,1503,734,769,19,10,9,0,0,0,0,0,19,10,9,4,0,0,0,0,0,0,79,0
moise sakava,19,Ligue 1,Midfielder,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molla Wagué,29,Ligue 1,Defender,Nantes,683,180,503,9,2,7,0,0,0,0,0,10,4,6,2,0,0,0,0,0,0,76,0
Moreto Moro Cassamã,22,Ligue 1,Midfielder,Reims,594,245,349,7,3,4,0,0,0,1,0,5,1,4,3,0.15,0.15,0,0,0,0,85,594
Morgan Sanson,26,Ligue 1,Midfielder,Olympique Marseille,2186,1067,1119,27,13,14,5,4,1,4,0,18,9,9,5,0.37,0.16,0.21,0.34,0.08,437,81,547
Moses Daddy Simon,25,Ligue 1,Forward,Nantes,2182,1170,1012,26,13,13,5,2,3,5,0,23,10,13,2,0.41,0.21,0.21,0.15,0.27,436,84,436
Mounir Chouiar,21,Ligue 1,Forward,Dijon,1514,739,775,20,10,10,4,2,2,0,0,17,7,10,5,0.24,0,0.24,0.24,0.23,379,76,0
Moussa Dembélé,24,Ligue 1,Forward,Olympique Lyonnais,2189,924,1265,27,12,15,16,7,9,2,4,21,4,17,3,0.74,0.08,0.66,0.68,0.64,137,81,1095
Moussa Diarra,20,Ligue 1,Defender,Toulouse,90,0,90,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,90,0
Moussa Doumbia,26,Ligue 1,Midfielder,Reims,1733,920,813,26,12,14,2,2,0,1,1,12,5,7,7,0.16,0.05,0.1,0.2,0,867,67,1733
Moussa Konaté,27,Ligue 1,Forward,Amiens SC,609,413,196,12,8,4,2,2,0,0,0,13,6,7,0,0.3,0,0.3,0.44,0,305,51,0
Moussa Koné,23,Ligue 1,Forward,Nîmes,137,32,105,5,2,3,2,1,1,0,0,2,0,2,0,1.31,0,1.31,2.81,0.86,69,27,0
Moussa Sylla,20,Ligue 1,Midfielder,Monaco,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Moussa Wagué,22,Ligue 1,Defender,Nice,197,104,93,5,2,3,0,0,0,2,0,2,1,1,0,0.91,0.91,0,0,0,0,39,99
Myziane Maolida,21,Ligue 1,Forward,Nice,669,429,240,18,10,8,1,1,0,2,0,9,3,6,0,0.4,0.27,0.13,0.21,0,669,37,335
Nacer Chadli,31,Ligue 1,Midfielder,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naif Aguerd,24,Ligue 1,Defender,Dijon,958,450,508,11,5,6,1,1,0,0,0,12,2,10,2,0.09,0,0.09,0.2,0,958,87,0
Naldo,38,Ligue 1,Defender,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanitamo Ikone,22,Ligue 1,Midfielder,Lille,2075,1214,861,28,15,13,3,1,2,6,1,17,7,10,6,0.39,0.26,0.13,0.07,0.21,692,74,346
Nathan N'Goumou Minpole,20,Ligue 1,Midfielder,Toulouse,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Nathanaël Mbuku,18,Ligue 1,Forward,Reims,390,175,215,11,5,6,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,35,0
Nelson Sissoko,23,Ligue 1,Defender,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Radonjić,24,Ligue 1,Forward,Olympique Marseille,873,483,390,21,10,11,5,2,3,1,0,5,3,2,3,0.62,0.1,0.52,0.37,0.69,175,42,873
Neymar,28,Ligue 1,Forward,PSG,1322,782,540,15,9,6,13,6,7,6,4,10,8,2,4,1.29,0.41,0.89,0.69,1.17,102,88,220
Nianzou Tanguy Kouassi,18,Ligue 1,Defender,PSG,451,162,289,6,2,4,2,0,2,0,0,5,0,5,1,0.4,0,0.4,0,0.62,226,75,0
Nicholas Opoku,23,Ligue 1,Defender,Amiens SC,630,360,270,7,4,3,0,0,0,0,0,8,6,2,1,0,0,0,0,0,0,90,0
Nicolas De Roussel de Préville,29,Ligue 1,Forward,Bordeaux,2002,850,1152,24,11,13,6,4,2,4,1,26,9,17,4,0.45,0.18,0.27,0.42,0.16,334,83,501
Nicolás Gaitán,32,Ligue 1,Midfielder,Lille,50,30,20,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Nicolas Isimat-Mirin,28,Ligue 1,Defender,Toulouse,1260,540,720,14,6,8,1,0,1,0,0,29,10,19,4,0.07,0,0.07,0,0.13,1260,90,0
Nicolas Lemaître,23,Ligue 1,Goalkeeper,Reims,90,0,90,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,90,0
Nicolas Louis Marcel Cozza,21,Ligue 1,Defender,Montpellier,556,402,154,7,5,2,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,79,0
Nicolas Pallois,33,Ligue 1,Defender,Nantes,1890,1080,810,21,12,9,0,0,0,0,0,19,7,12,10,0,0,0,0,0,0,90,0
Niels Nkounkou,20,Ligue 1,Defender,Olympique Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Crétier,19,Ligue 1,Defender,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan Mbemba,25,Ligue 1,Midfielder,Reims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan Roux,32,Ligue 1,Forward,Nîmes,588,340,248,7,4,3,2,1,1,0,0,8,4,4,0,0.31,0,0.31,0.26,0.36,294,84,0
Nuno da Costa,29,Ligue 1,Forward,Strasbourg,518,352,166,14,7,7,1,0,1,0,0,8,4,4,4,0.17,0,0.17,0,0.54,518,37,0
Opa N'Guette,26,Ligue 1,Forward,Metz,1843,1007,836,26,14,12,5,5,0,2,0,23,12,11,1,0.34,0.1,0.24,0.45,0,369,71,922
Otávio,25,Ligue 1,Midfielder,Bordeaux,2213,1080,1133,25,12,13,2,2,0,3,0,25,10,15,6,0.2,0.12,0.08,0.17,0,1107,89,738
Oumar Solet Bomawoko,20,Ligue 1,Defender,Olympique Lyonnais,8,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Pablo Martinez,31,Ligue 1,Defender,Nîmes,2340,1260,1080,26,14,12,2,2,0,1,0,39,14,25,5,0.12,0.04,0.08,0.14,0,1170,90,2340
Pablo Nascimento Castro,29,Ligue 1,Defender,Bordeaux,2175,1095,1080,25,13,12,4,2,2,0,0,26,10,16,2,0.17,0,0.17,0.16,0.17,544,87,0
Pablo Sarabia,28,Ligue 1,Midfielder,PSG,1164,634,530,21,13,8,4,3,1,3,0,7,2,5,1,0.54,0.23,0.31,0.43,0.17,291,55,388
Papa Ndiaga Yade,20,Ligue 1,Midfielder,Metz,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pape Cheik Diop Guete,23,Ligue 1,Midfielder,Olympique Lyonnais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Burner,24,Ligue 1,Defender,Nice,1432,755,677,20,10,10,1,0,1,1,0,24,12,12,6,0.13,0.06,0.06,0,0.13,1432,72,1432
Paul Baysse,32,Ligue 1,Defender,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Bernardoni,23,Ligue 1,Goalkeeper,Nîmes,2204,1170,1034,25,13,12,0,0,0,0,0,38,14,24,0,0,0,0,0,0,0,88,0
Paul Delecroix,32,Ligue 1,Goalkeeper,Metz,135,45,90,2,1,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,68,0
Paul Lasne,31,Ligue 1,Midfielder,Brest,1224,467,757,19,8,11,2,2,0,1,0,19,4,15,1,0.22,0.07,0.15,0.39,0,612,64,1224
Pedro Mendes,30,Ligue 1,Defender,Montpellier,1378,702,676,16,8,8,1,1,0,0,0,16,5,11,10,0.07,0,0.07,0.13,0,1378,86,0
Pépé Bonet Kapambu,17,Ligue 1,Goalkeeper,Rennes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Prado Ruiz,24,Ligue 1,Midfielder,Nantes,184,90,94,3,1,2,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,61,0
Petar Škuletić,30,Ligue 1,Forward,Montpellier,103,4,99,5,1,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,21,0
Pierre Kalulu Kyatengwa,20,Ligue 1,Defender,Olympique Lyonnais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Lees Melou,27,Ligue 1,Midfielder,Nice,2253,1251,1002,26,14,12,5,3,2,6,0,32,17,15,5,0.44,0.24,0.2,0.22,0.18,451,87,376
Pierre-Daniel N'Guinda N'Diffon,24,Ligue 1,Defender,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierrick Capelle,33,Ligue 1,Midfielder,Angers SCO,1748,1037,711,24,13,11,1,1,0,2,0,27,13,14,7,0.15,0.1,0.05,0.09,0,1748,73,874
Pierrick Valdivia,32,Ligue 1,Midfielder,Nîmes,68,58,10,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,34,0
Pietro Pellegri,19,Ligue 1,Forward,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predrag Rajković,25,Ligue 1,Goalkeeper,Reims,2430,1260,1170,27,14,13,0,0,0,0,0,17,7,10,1,0,0,0,0,0,0,90,0
Presnel Kimpembe,25,Ligue 1,Defender,PSG,1224,739,485,16,9,7,0,0,0,0,0,11,6,5,6,0,0,0,0,0,0,77,0
Prince-Désir Gouano,26,Ligue 1,Defender,Amiens SC,270,180,90,3,2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,90,0
Quentin Boisgard,23,Ligue 1,Midfielder,Toulouse,1150,630,520,20,9,11,1,0,1,1,0,22,10,12,1,0.16,0.08,0.08,0,0.17,1150,58,1150
Quentin Cornette,26,Ligue 1,Forward,Amiens SC,342,106,236,13,5,8,0,0,0,2,0,3,1,2,0,0.53,0.53,0,0,0,0,26,171
Rachid Alioui,28,Ligue 1,Forward,Angers SCO,1564,944,620,28,15,13,6,3,3,1,0,20,8,12,1,0.4,0.06,0.35,0.29,0.44,261,56,1564
Racine Coly,24,Ligue 1,Defender,Nice,651,303,348,10,5,5,1,0,1,0,0,11,2,9,5,0.14,0,0.14,0,0.26,651,65,0
Rafael,30,Ligue 1,Defender,Olympique Lyonnais,701,295,406,13,6,7,0,0,0,0,0,8,2,6,3,0,0,0,0,0,0,54,0
Rafik Guitane,21,Ligue 1,Midfielder,Rennes,14,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Raoul Bellanova,20,Ligue 1,Defender,Bordeaux,63,0,63,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,63,0
Raphael Dias Belloli,24,Ligue 1,Forward,Rennes,1695,903,792,22,11,11,5,4,1,3,1,15,10,5,4,0.42,0.16,0.27,0.4,0.11,339,77,565
Rayan Aït Nouri,19,Ligue 1,Defender,Angers SCO,1287,772,515,17,10,7,0,0,0,2,0,17,5,12,3,0.14,0.14,0,0,0,0,76,644
Rayan Philippe,20,Ligue 1,Forward,Dijon,29,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Régis Gurtner,33,Ligue 1,Goalkeeper,Amiens SC,2520,1260,1260,28,14,14,0,0,0,0,0,48,22,26,0,0,0,0,0,0,0,90,0
Reinildo Isnard Mandava,26,Ligue 1,Defender,Lille,1107,567,540,16,10,6,0,0,0,0,0,12,5,7,4,0,0,0,0,0,0,69,0
Rémi Oudin,23,Ligue 1,Forward,Bordeaux,1964,1047,917,26,14,12,4,2,2,3,0,14,8,6,1,0.32,0.14,0.18,0.17,0.2,491,76,655
Rémi Walter,25,Ligue 1,Midfielder,Nice,54,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
Renato Sanches,23,Ligue 1,Midfielder,Lille,1482,819,663,19,10,9,3,2,1,1,0,14,6,8,3,0.24,0.06,0.18,0.22,0.14,494,78,1482
Renaud Cohade,36,Ligue 1,Midfielder,Metz,768,303,465,12,5,7,1,1,0,0,0,15,6,9,3,0.12,0,0.12,0.3,0,768,64,0
Renaud Emond,28,Ligue 1,Forward,Nantes,291,80,211,6,2,4,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,49,0
Renaud Ripart,27,Ligue 1,Forward,Nîmes,2031,984,1047,24,12,12,4,3,1,2,2,37,13,24,0,0.27,0.09,0.18,0.27,0.09,508,85,1016
Rene Krhin,30,Ligue 1,Midfielder,Nantes,325,153,172,8,4,4,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,41,0
Riza Durmisi,26,Ligue 1,Defender,Nice,160,57,103,4,2,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,40,0
Robert Berič,29,Ligue 1,Forward,Saint-Étienne,409,228,181,11,5,6,1,1,0,0,0,5,2,3,0,0.22,0,0.22,0.39,0,409,37,0
Roli Pereira de Sa,23,Ligue 1,Midfielder,Nantes,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Romain Amalfitano,31,Ligue 1,Midfielder,Dijon,1693,1070,623,26,14,12,1,1,0,1,0,23,11,12,5,0.11,0.05,0.05,0.08,0,1693,65,1693
Romain Del Castillo,24,Ligue 1,Forward,Rennes,1243,786,457,21,13,8,2,2,0,5,1,8,6,2,2,0.51,0.36,0.14,0.23,0,622,59,249
Romain Hamouma,33,Ligue 1,Forward,Saint-Étienne,864,521,343,14,7,7,6,3,3,1,0,19,8,11,3,0.73,0.1,0.63,0.52,0.79,144,62,864
Romain Perraud,23,Ligue 1,Defender,Brest,1670,856,814,20,10,10,0,0,0,1,0,26,10,16,1,0.05,0.05,0,0,0,0,84,1670
Romain Philippoteaux,32,Ligue 1,Midfielder,Nîmes,2000,1131,869,27,14,13,5,2,3,2,0,31,12,19,3,0.32,0.09,0.23,0.16,0.31,400,74,1000
Romain Salin,36,Ligue 1,Goalkeeper,Rennes,360,180,180,4,2,2,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,90,0
Romain Thomas,32,Ligue 1,Defender,Angers SCO,2342,1281,1061,27,15,12,1,1,0,2,0,29,12,17,4,0.12,0.08,0.04,0.07,0,2342,87,1171
Rony Lopes,24,Ligue 1,Midfielder,Monaco,81,81,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,81,0
Ruben Aguilar,27,Ligue 1,Defender,Monaco,1067,569,498,19,9,10,0,0,0,2,0,15,11,4,4,0.17,0.17,0,0,0,0,56,534
Ruben Gabrielsen,28,Ligue 1,Defender,Toulouse,657,297,360,8,4,4,0,0,0,0,0,15,9,6,1,0,0,0,0,0,0,82,0
Rubén Pardo Gutiérrez,28,Ligue 1,Midfielder,Bordeaux,184,65,119,6,2,4,1,0,1,0,0,5,1,4,0,0.49,0,0.49,0,0.76,184,31,0
Rúnar Alex Rúnarsson,25,Ligue 1,Goalkeeper,Dijon,899,449,450,11,6,5,0,0,0,0,0,15,6,9,0,0,0,0,0,0,0,82,0
Ryad Boudebouz,30,Ligue 1,Midfielder,Saint-Étienne,1605,716,889,24,12,12,1,0,1,4,1,24,8,16,0,0.28,0.22,0.06,0,0.1,1605,67,401
Sacha Boey,20,Ligue 1,Defender,Rennes,168,19,149,5,2,3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,34,0
Sacha Semaoun,19,Ligue 1,Forward,Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sada Thioub,25,Ligue 1,Forward,Angers SCO,1505,838,667,23,12,11,1,1,0,2,0,15,9,6,3,0.18,0.12,0.06,0.11,0,1505,65,753
Saîf-Eddine Khaoui,25,Ligue 1,Midfielder,Olympique Marseille,99,81,18,7,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
Salomon Sambia,24,Ligue 1,Midfielder,Montpellier,579,242,337,17,9,8,1,0,1,1,0,12,4,8,4,0.31,0.16,0.16,0,0.27,579,34,579
Sam Sanna,21,Ligue 1,Midfielder,Toulouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman Ghoddos,27,Ligue 1,Forward,Amiens SC,229,203,26,5,3,2,1,0,1,0,0,1,1,0,1,0.39,0,0.39,0,3.46,229,46,0
Sambou Sissoko,21,Ligue 1,Midfielder,Reims,29,22,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Sami Ben Amar,22,Ligue 1,Forward,Nîmes,12,0,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Sami Lahssaini,22,Ligue 1,Midfielder,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Grandsir,24,Ligue 1,Forward,Brest,1500,822,678,24,12,12,3,1,2,1,0,22,8,14,0,0.24,0.06,0.18,0.11,0.27,500,63,1500
Samuel Kalu Ojim,23,Ligue 1,Forward,Bordeaux,1359,649,710,20,10,10,1,0,1,1,0,17,6,11,4,0.13,0.07,0.07,0,0.13,1359,68,1359
Samuel Moutoussamy,24,Ligue 1,Midfielder,Nantes,509,132,377,18,9,9,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,28,0
Sanasi Sy,21,Ligue 1,Defender,Amiens SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanjin Prcić,26,Ligue 1,Midfielder,Strasbourg,77,0,77,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26,0
Sehrou Guirassy,24,Ligue 1,Forward,Amiens SC,1927,1040,887,23,12,11,9,5,4,2,3,32,18,14,6,0.51,0.09,0.42,0.43,0.41,214,84,964
Senou Coulibaly,26,Ligue 1,Defender,Dijon,669,252,417,10,4,6,0,0,0,0,0,13,7,6,0,0,0,0,0,0,0,67,0
Sergi Palencia Hurtado,24,Ligue 1,Defender,Saint-Étienne,471,162,309,6,2,4,0,0,0,0,0,6,3,3,2,0,0,0,0,0,0,79,0
Sergio Rico,27,Ligue 1,Goalkeeper,PSG,180,90,90,2,1,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,90,0
