full_name,age,league,position,current_club,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,penalty_goals,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,min_per_match,min_per_assist_overall
Raúl de Tomás Gómez,26,La Liga,Forward,RCD Espanyol,1074,521,553,14,7,7,4,2,2,0,1,12,4,8,5,0.34,0,0.34,0.35,0.33,269,77,0
Raúl García,34,La Liga,Midfielder,Athletic Club Bilbao,2878,1572,1306,35,18,17,15,6,9,1,7,24,11,13,11,0.5,0.03,0.47,0.34,0.62,192,82,2878
Raúl García Carnero,31,La Liga,Defender,Real Valladolid,1259,511,748,16,7,9,0,0,0,1,0,10,4,6,2,0.07,0.07,0,0,0,0,79,1259
Raúl García de Haro,20,La Liga,Forward,Real Betis,16,5,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Raúl Navas,32,La Liga,Defender,CA Osasuna,711,270,441,9,3,6,0,0,0,0,0,10,2,8,2,0,0,0,0,0,0,79,0
Recio,29,La Liga,Midfielder,Leganés,1571,735,836,25,14,11,0,0,0,0,0,22,10,12,11,0,0,0,0,0,0,63,0
Renan Augusto Lodi dos Santos,22,La Liga,Defender,Atlético Madrid,2399,1012,1387,32,15,17,1,0,1,2,0,18,6,12,6,0.11,0.08,0.04,0,0.06,2399,75,1200
Rey Manaj,23,La Liga,Forward,FC Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricard Puig Martí,21,La Liga,Midfielder,FC Barcelona,507,242,265,11,6,5,0,0,0,2,0,4,3,1,1,0.36,0.36,0,0,0,0,46,254
Ricard Sánchez Sendra,20,La Liga,Defender,Atlético Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Visus Contreras,19,La Liga,Defender,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rober,25,La Liga,Defender,Levante UD,189,9,180,4,2,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,47,0
Robert Ibáñez Castro,27,La Liga,Midfielder,CA Osasuna,533,258,275,14,7,7,1,0,1,0,0,9,3,6,3,0.17,0,0.17,0,0.33,533,38,0
Robert Kenedy Nunes do Nascimento,24,La Liga,Midfielder,Getafe CF,573,277,296,19,10,9,1,0,1,3,0,4,2,2,2,0.63,0.47,0.16,0,0.3,573,30,191
Roberto,34,La Liga,Goalkeeper,Deportivo Alavés,789,360,429,9,4,5,0,0,0,0,0,18,7,11,1,0,0,0,0,0,0,88,0
Roberto Antonio Correa Silva,28,La Liga,Defender,SD Eibar,932,485,447,12,6,6,0,0,0,0,0,15,6,9,3,0,0,0,0,0,0,78,0
Roberto López Alcaide,20,La Liga,Midfielder,Real Sociedad,49,23,26,3,2,1,0,0,0,1,0,1,1,0,0,1.84,1.84,0,0,0,0,16,49
Roberto Rosales,31,La Liga,Defender,Leganés,1874,1009,865,25,12,13,0,0,0,1,0,23,14,9,7,0.05,0.05,0,0,0,0,75,1874
Roberto Soldado Rillo,35,La Liga,Forward,Granada CF,2362,1089,1273,33,16,17,7,3,4,4,1,32,9,23,14,0.42,0.15,0.27,0.25,0.28,337,72,591
Roberto Torres Morales,31,La Liga,Midfielder,CA Osasuna,2722,1478,1244,36,18,18,7,4,3,8,5,39,24,15,1,0.5,0.26,0.23,0.24,0.22,389,76,340
Robin Aime Robert Le Normand,24,La Liga,Defender,Real Sociedad,2389,1160,1229,31,15,16,1,1,0,0,0,26,14,12,6,0.04,0,0.04,0.08,0,2389,77,0
Rodrigo,29,La Liga,Forward,Valencia CF,1889,1034,855,27,14,13,4,3,1,7,0,21,7,14,3,0.52,0.33,0.19,0.26,0.11,472,70,270
Rodrigo Ely,27,La Liga,Defender,Deportivo Alavés,2125,979,1146,25,11,14,2,1,1,0,0,30,8,22,10,0.08,0,0.08,0.09,0.08,1063,85,0
Rodrigo Riquelme Reche,20,La Liga,Defender,Atlético Madrid,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Rodrigo Sánchez Rodriguez,20,La Liga,Forward,Real Betis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Tarín Higón,24,La Liga,Defender,Leganés,952,406,546,14,7,7,0,0,0,0,0,15,8,7,1,0,0,0,0,0,0,68,0
Rodrygo Silva de Goes,19,La Liga,Midfielder,Real Madrid,1023,681,342,19,11,8,2,2,0,0,0,2,2,0,0,0.18,0,0.18,0.26,0,512,54,0
Roger Claver Assalé Djapone,26,La Liga,Forward,Leganés,521,166,355,14,5,9,2,1,1,1,0,6,2,4,1,0.52,0.17,0.35,0.54,0.25,261,37,521
Roger Martí Salvador,29,La Liga,Forward,Levante UD,2272,1084,1188,36,17,19,11,9,2,1,4,32,13,19,6,0.48,0.04,0.44,0.75,0.15,207,63,2272
Roman Tugarinov,21,La Liga,Defender,RCD Espanyol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Federico Araújo da Silva,21,La Liga,Defender,FC Barcelona,238,17,221,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0
Rony Lopes,24,La Liga,Midfielder,Sevilla FC,133,77,56,5,3,2,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,27,0
Roque Mesa,31,La Liga,Midfielder,Leganés,2017,1094,923,29,16,13,1,0,1,3,0,30,19,11,11,0.18,0.13,0.04,0,0.1,2017,70,672
Rubén Alcaraz Jiménez,29,La Liga,Midfielder,Real Valladolid,1924,1048,876,27,14,13,2,1,1,2,0,23,10,13,10,0.19,0.09,0.09,0.09,0.1,962,71,962
Rubén Blanco,25,La Liga,Goalkeeper,Celta de Vigo,2961,1521,1440,33,17,16,0,0,0,0,0,40,16,24,4,0,0,0,0,0,0,90,0
Rubén Duarte,25,La Liga,Defender,Deportivo Alavés,2663,1523,1140,31,17,14,0,0,0,1,0,36,14,22,11,0.03,0.03,0,0,0,0,86,2663
Rubén García Canales,22,La Liga,Defender,Levante UD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén García Santos,27,La Liga,Forward,CA Osasuna,2196,1220,976,30,17,13,8,3,5,2,1,35,22,13,6,0.41,0.08,0.33,0.22,0.46,275,73,1098
Rubén Iván Martínez,36,La Liga,Goalkeeper,CA Osasuna,1583,810,773,19,9,10,0,0,0,0,0,23,13,10,0,0,0,0,0,0,0,83,0
Rubén Pardo Gutiérrez,28,La Liga,Midfielder,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Peña,29,La Liga,Midfielder,Villarreal,1906,923,983,26,12,14,2,1,1,2,0,27,13,14,5,0.19,0.09,0.09,0.1,0.09,953,73,953
Rubén Pérez del Mármol,31,La Liga,Midfielder,Leganés,2196,1111,1085,26,13,13,1,1,0,1,1,27,14,13,10,0.08,0.04,0.04,0.08,0,2196,84,2196
Rubén Rochina Naixes,29,La Liga,Forward,Levante UD,1886,1045,841,28,15,13,5,3,2,3,0,31,12,19,5,0.38,0.14,0.24,0.26,0.21,377,67,629
Rubén Sobrino,28,La Liga,Forward,Valencia CF,160,27,133,13,5,8,1,1,0,0,0,1,0,1,0,0.56,0,0.56,3.33,0,160,12,0
Rúben Vezo,26,La Liga,Defender,Levante UD,2610,1260,1350,29,14,15,0,0,0,0,0,38,13,25,4,0,0,0,0,0,0,90,0
Rui Tiago Dantas da Silva,26,La Liga,Goalkeeper,Granada CF,3150,1620,1530,35,18,17,0,0,0,0,0,40,14,26,3,0,0,0,0,0,0,90,0
Sabin Merino,28,La Liga,Forward,Leganés,78,0,78,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,39,0
Salvador Sevilla López,36,La Liga,Midfielder,RCD Mallorca,2578,1511,1067,35,18,17,5,4,1,3,2,42,16,26,10,0.28,0.1,0.17,0.24,0.08,516,74,859
Samuel Chimerenka Chukwueze,21,La Liga,Midfielder,Villarreal,2037,1127,910,37,19,18,3,3,0,2,0,32,18,14,2,0.22,0.09,0.13,0.24,0,679,55,1019
Samuel Pérez Fariña,23,La Liga,Goalkeeper,Real Valladolid,25,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Samuel Umtiti,26,La Liga,Defender,FC Barcelona,946,399,547,13,6,7,0,0,0,0,0,11,3,8,6,0,0,0,0,0,0,73,0
Sandro Ramirez,25,La Liga,Forward,Real Valladolid,1307,722,585,24,13,11,3,3,0,1,0,13,6,7,2,0.28,0.07,0.21,0.37,0,436,54,1307
Santi Mina,24,La Liga,Forward,Celta de Vigo,1942,879,1063,34,17,17,6,4,2,3,0,27,10,17,4,0.42,0.14,0.28,0.41,0.17,324,57,647
Santiago Arias Naranjo,28,La Liga,Defender,Atlético Madrid,1075,138,937,14,2,12,0,0,0,1,0,8,1,7,1,0.08,0.08,0,0,0,0,77,1075
Santiago Cáseres,23,La Liga,Midfielder,Villarreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Cazorla González,35,La Liga,Midfielder,Villarreal,2461,1410,1051,35,18,17,11,6,5,9,8,37,21,16,3,0.73,0.33,0.4,0.38,0.43,224,70,273
Saúl Ñíguez,25,La Liga,Midfielder,Atlético Madrid,3076,1485,1591,35,17,18,6,3,3,0,2,22,9,13,10,0.18,0,0.18,0.18,0.17,513,88,0
Sebastián Carlos Cristóforo Pepe,27,La Liga,Midfielder,SD Eibar,872,297,575,18,9,9,0,0,0,0,0,12,2,10,1,0,0,0,0,0,0,48,0
Sébastien Corchia,30,La Liga,Defender,RCD Espanyol,270,90,180,3,1,2,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,90,0
Sergi Darder,26,La Liga,Midfielder,RCD Espanyol,2658,1259,1399,36,18,18,2,1,1,1,0,45,23,22,5,0.1,0.03,0.07,0.07,0.06,1329,74,2658
Sergi Enrich,30,La Liga,Forward,SD Eibar,1871,1023,848,30,16,14,1,1,0,4,0,27,15,12,6,0.24,0.19,0.05,0.09,0,1871,62,468
Sergi Gómez,28,La Liga,Defender,Sevilla FC,714,451,263,13,7,6,0,0,0,0,0,8,5,3,4,0,0,0,0,0,0,55,0
Sergi Roberto,28,La Liga,Defender,FC Barcelona,2342,1069,1273,30,15,15,1,1,0,2,0,25,9,16,7,0.12,0.08,0.04,0.08,0,2342,78,1171
Sergio,43,La Liga,Midfielder,Celta de Vigo,180,90,90,2,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,90,0
Sergio Akieme Rodríguez,22,La Liga,Defender,FC Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Álvarez Díaz,28,La Liga,Midfielder,SD Eibar,1149,399,750,18,8,10,0,0,0,0,0,18,5,13,6,0,0,0,0,0,0,64,0
Sergio Asenjo Andrés,31,La Liga,Goalkeeper,Villarreal,3060,1440,1620,34,16,18,0,0,0,0,0,39,18,21,2,0,0,0,0,0,0,90,0
Sergio Bermejo Lillo,23,La Liga,Midfielder,Celta de Vigo,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Sergio Busquets,32,La Liga,Midfielder,FC Barcelona,2491,1349,1142,33,18,15,2,1,1,2,0,25,11,14,10,0.14,0.07,0.07,0.07,0.08,1246,75,1246
Sergio Camello Pérez,19,La Liga,Forward,Atlético Madrid,23,0,23,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Sergio Canales,29,La Liga,Midfielder,Real Betis,3167,1497,1670,36,17,19,6,5,1,6,3,54,24,30,5,0.34,0.17,0.17,0.3,0.05,528,88,528
Sergio Carreira Vilariño,0,La Liga,Defender,Celta de Vigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Cubero Ezcurra,21,La Liga,Midfielder,SD Eibar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Escudero,31,La Liga,Defender,Sevilla FC,773,314,459,11,5,6,1,0,1,0,0,10,3,7,2,0.12,0,0.12,0,0.2,773,70,0
Sergio Guardiola Navarro,29,La Liga,Forward,Real Valladolid,2665,1284,1381,35,17,18,8,4,4,2,0,25,8,17,6,0.34,0.07,0.27,0.28,0.26,333,76,1333
Sergio Herrera Pirón,27,La Liga,Goalkeeper,CA Osasuna,1655,810,845,19,9,10,0,0,0,0,0,25,14,11,3,0,0,0,0,0,0,87,0
Sergio León,31,La Liga,Forward,Levante UD,662,356,306,22,13,9,1,1,0,0,0,10,3,7,2,0.14,0,0.14,0.25,0,662,30,0
Sergio Lozano Lluch,21,La Liga,Midfielder,Villarreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Postigo,32,La Liga,Defender,Levante UD,2375,1115,1260,28,13,15,1,0,1,1,0,34,10,24,6,0.08,0.04,0.04,0,0.07,2375,85,2375
Sergio Ramos,34,La Liga,Defender,Real Madrid,3017,1471,1546,35,17,18,11,5,6,0,6,20,9,11,10,0.33,0,0.33,0.31,0.35,274,86,0
Sergio Reguilón Rodríguez,23,La Liga,Defender,Sevilla FC,2509,1314,1195,31,16,15,2,1,1,4,0,22,10,12,8,0.22,0.14,0.07,0.07,0.08,1255,81,627
Sergio Rico,27,La Liga,Goalkeeper,Sevilla FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidnei,31,La Liga,Defender,Real Betis,1178,592,586,14,7,7,1,1,0,0,0,24,10,14,0,0.08,0,0.08,0.15,0,1178,84,0
Šime Vrsaljko,28,La Liga,Defender,Atlético Madrid,363,236,127,5,3,2,0,0,0,1,0,3,1,2,3,0.25,0.25,0,0,0,0,73,363
Sofian Chakla,27,La Liga,Defender,Villarreal,180,0,180,2,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,90,0
Stanislav Lobotka,25,La Liga,Midfielder,Celta de Vigo,1391,711,680,17,9,8,0,0,0,0,0,21,9,12,1,0,0,0,0,0,0,82,0
Stefan Savić,29,La Liga,Defender,Atlético Madrid,1980,900,1080,22,10,12,0,0,0,0,0,13,4,9,6,0,0,0,0,0,0,90,0
Stiven Ricardo Plaza Castillo,21,La Liga,Forward,Real Valladolid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sung-Yeung Ki,31,La Liga,Midfielder,RCD Mallorca,8,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Suso,26,La Liga,Forward,Sevilla FC,784,294,490,17,9,8,1,1,0,1,0,10,4,6,0,0.23,0.11,0.11,0.31,0,784,46,784
Takashi Inui,32,La Liga,Midfielder,SD Eibar,1964,868,1096,29,13,16,2,2,0,3,0,29,12,17,2,0.23,0.14,0.09,0.21,0,982,68,655
Takefusa Kubo,19,La Liga,Forward,RCD Mallorca,2309,1028,1281,35,16,19,4,2,2,4,0,47,15,32,4,0.31,0.16,0.16,0.18,0.14,577,66,577
Thibaut Courtois,28,La Liga,Goalkeeper,Real Madrid,3060,1530,1530,34,17,17,0,0,0,0,0,19,9,10,1,0,0,0,0,0,0,90,0
Thierry Rendall Correia,21,La Liga,Defender,Valencia CF,259,161,98,4,2,2,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,65,0
Thomas Lemar,25,La Liga,Midfielder,Atlético Madrid,922,439,483,22,10,12,0,0,0,0,0,8,4,4,2,0,0,0,0,0,0,42,0
Thomas Partey,27,La Liga,Midfielder,Atlético Madrid,2551,1298,1253,35,18,17,3,1,2,0,0,15,4,11,13,0.11,0,0.11,0.07,0.14,850,73,0
Tomás Pina,33,La Liga,Midfielder,Deportivo Alavés,1349,851,498,20,11,9,1,1,0,0,0,13,6,7,6,0.07,0,0.07,0.11,0,1349,67,0
Tomáš Vaclík,31,La Liga,Goalkeeper,Sevilla FC,2926,1440,1486,33,16,17,0,0,0,0,0,30,12,18,0,0,0,0,0,0,0,89,0
Toni Kroos,30,La Liga,Midfielder,Real Madrid,2656,1410,1246,35,19,16,4,3,1,5,0,16,7,9,2,0.3,0.17,0.14,0.19,0.07,664,76,531
Toni Lato,22,La Liga,Defender,CA Osasuna,472,143,329,8,3,5,1,0,1,0,0,8,4,4,3,0.19,0,0.19,0,0.27,472,59,0
Toño,31,La Liga,Defender,Levante UD,1590,694,896,20,8,12,0,0,0,2,0,23,5,18,2,0.11,0.11,0,0,0,0,80,795
Unai Bustinza,28,La Liga,Defender,Leganés,2691,1399,1292,33,17,16,0,0,0,1,0,41,24,17,8,0.03,0.03,0,0,0,0,82,2691
Unai Dufur Espelosín,21,La Liga,Midfielder,SD Eibar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai Etxebarría Martín,24,La Liga,Goalkeeper,Granada CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unai García Lugea,28,La Liga,Defender,CA Osasuna,535,265,270,8,4,4,1,1,0,0,0,9,6,3,0,0.17,0,0.17,0.34,0,535,67,0
Unai López Cabrera,25,La Liga,Midfielder,Athletic Club Bilbao,1804,1175,629,26,16,10,1,0,1,4,0,17,9,8,6,0.25,0.2,0.05,0,0.14,1804,69,451
Unai Núñez,23,La Liga,Defender,Athletic Club Bilbao,1568,534,1034,20,8,12,0,0,0,0,0,19,5,14,7,0,0,0,0,0,0,78,0
Unai Simón Mendibil,23,La Liga,Goalkeeper,Athletic Club Bilbao,2992,1552,1440,34,18,16,0,0,0,0,0,28,11,17,3,0,0,0,0,0,0,88,0
Unai Vencedor Paris,20,La Liga,Midfielder,Athletic Club Bilbao,74,74,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,74,0
Vasyl Kravets,23,La Liga,Defender,Leganés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente Esquerdo Santas,21,La Liga,Midfielder,Valencia CF,12,8,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Vicente Iborra De La Fuente,32,La Liga,Midfielder,Villarreal,2663,1314,1349,34,17,17,1,0,1,2,0,38,19,19,11,0.1,0.07,0.03,0,0.07,2663,78,1332
Víctor Camarasa,26,La Liga,Midfielder,Deportivo Alavés,1300,676,624,17,9,8,0,0,0,1,0,19,12,7,1,0.07,0.07,0,0,0,0,76,1300
Víctor Campuzano Bonilla,23,La Liga,Forward,RCD Espanyol,866,383,483,20,9,11,0,0,0,0,0,19,11,8,2,0,0,0,0,0,0,43,0
Víctor David Díaz Miguel,32,La Liga,Defender,Granada CF,2887,1520,1367,36,18,18,1,0,1,5,0,42,16,26,4,0.19,0.16,0.03,0,0.07,2887,80,577
Víctor García Raja,0,La Liga,Midfielder,Real Valladolid,88,0,88,2,0,2,1,0,1,0,0,1,0,1,0,1.02,0,1.02,0,1.02,88,44,0
Víctor Gómez Perea,20,La Liga,Defender,RCD Espanyol,1268,594,674,18,8,10,0,0,0,0,0,24,11,13,2,0,0,0,0,0,0,70,0
Víctor Laguardia Cisneros,31,La Liga,Defender,Deportivo Alavés,2658,1396,1262,31,16,15,1,0,1,2,0,42,16,26,10,0.1,0.07,0.03,0,0.07,2658,86,1329
Víctor Sánchez,33,La Liga,Midfielder,RCD Espanyol,1691,874,817,25,13,12,0,0,0,1,0,28,17,11,11,0.05,0.05,0,0,0,0,68,1691
Vinícius José Paixão de Oliveira Júnior,20,La Liga,Forward,Real Madrid,1353,786,567,29,16,13,3,3,0,1,0,14,6,8,4,0.27,0.07,0.2,0.34,0,451,47,1353
Vitolo,31,La Liga,Midfielder,Atlético Madrid,1218,617,601,28,16,12,3,2,1,2,0,10,3,7,3,0.37,0.15,0.22,0.29,0.15,406,44,609
Vitorino Antunes,33,La Liga,Defender,Getafe CF,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Waldo Rubio Martín,25,La Liga,Midfielder,Real Valladolid,872,285,587,21,8,13,0,0,0,2,0,13,0,13,6,0.21,0.21,0,0,0,0,42,436
Wilfrid Jaures Kaptoum,24,La Liga,Midfielder,Real Betis,192,63,129,5,2,3,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,38,0
William Silva de Carvalho,28,La Liga,Midfielder,Real Betis,894,464,430,13,8,5,0,0,0,0,0,22,10,12,7,0,0,0,0,0,0,69,0
Willian José,28,La Liga,Forward,Real Sociedad,2016,993,1023,37,18,19,11,6,5,1,0,23,8,15,4,0.54,0.04,0.49,0.54,0.44,183,54,2016
Xabier Etxeita Gorritxategi,33,La Liga,Defender,Getafe CF,1446,674,772,17,8,9,0,0,0,0,0,13,5,8,8,0,0,0,0,0,0,85,0
Xavier Quintillà Guasch,24,La Liga,Defender,Villarreal,1573,827,746,19,10,9,0,0,0,2,0,21,9,12,6,0.11,0.11,0,0,0,0,83,787
Ximo Navarro,30,La Liga,Defender,Deportivo Alavés,1904,941,963,23,11,12,0,0,0,0,0,30,10,20,8,0,0,0,0,0,0,83,0
Yan Brice Eteki,23,La Liga,Midfielder,Granada CF,1502,659,843,28,14,14,0,0,0,0,0,22,6,16,4,0,0,0,0,0,0,54,0
Yangel Clemente Herrera Ravelo,22,La Liga,Midfielder,Granada CF,2376,1368,1008,30,16,14,2,1,1,3,0,26,14,12,14,0.19,0.11,0.08,0.07,0.09,1188,79,792
Yannick Carrasco,27,La Liga,Midfielder,Atlético Madrid,628,249,379,15,7,8,1,0,1,2,0,5,1,4,2,0.43,0.29,0.14,0,0.24,628,42,314
Yannis Salibur,29,La Liga,Forward,RCD Mallorca,78,32,46,4,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,20,0
Yassine Bounou,29,La Liga,Goalkeeper,Sevilla FC,494,270,224,6,3,3,0,0,0,1,0,3,2,1,1,0.18,0.18,0,0,0,0,82,494
Yeray Álvarez López,25,La Liga,Defender,Athletic Club Bilbao,2811,1461,1350,32,17,15,0,0,0,0,0,25,10,15,2,0,0,0,0,0,0,88,0
Yoel Rodríguez Oterino,32,La Liga,Goalkeeper,SD Eibar,270,180,90,3,2,1,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,90,0
Youssef En-Nesyri,23,La Liga,Forward,Sevilla FC,2174,1099,1075,36,19,17,8,6,2,2,0,35,17,18,3,0.41,0.08,0.33,0.49,0.17,272,60,1087
Yuri,30,La Liga,Defender,Athletic Club Bilbao,2852,1548,1304,33,18,15,2,1,1,1,0,26,10,16,7,0.09,0.03,0.06,0.06,0.07,1426,86,2852
Zouhair Feddal,30,La Liga,Defender,Real Betis,1433,693,740,17,8,9,1,0,1,2,0,25,10,15,12,0.19,0.13,0.06,0,0.12,1433,84,717
